"lundi00h" "lundi01h" "lundi02h" "lundi03h" "lundi04h" "lundi05h" "lundi06h" "lundi07h" "lundi08h" "lundi09h" "lundi10h" "lundi11h" "lundi12h" "lundi13h" "lundi14h" "lundi15h" "lundi16h" "lundi17h" "lundi18h" "lundi19h" "lundi20h" "lundi21h" "lundi22h" "lundi23h" "mardi00h" "mardi01h" "mardi02h" "mardi03h" "mardi04h" "mardi05h" "mardi06h" "mardi07h" "mardi08h" "mardi09h" "mardi10h" "mardi11h" "mardi12h" "mardi13h" "mardi14h" "mardi15h" "mardi16h" "mardi17h" "mardi18h" "mardi19h" "mardi20h" "mardi21h" "mardi22h" "mardi23h" "mercredi00h" "mercredi01h" "mercredi02h" "mercredi03h" "mercredi04h" "mercredi05h" "mercredi06h" "mercredi07h" "mercredi08h" "mercredi09h" "mercredi10h" "mercredi11h" "mercredi12h" "mercredi13h" "mercredi14h" "mercredi15h" "mercredi16h" "mercredi17h" "mercredi18h" "mercredi19h" "mercredi20h" "mercredi21h" "mercredi22h" "mercredi23h" "jeudi00h" "jeudi01h" "jeudi02h" "jeudi03h" "jeudi04h" "jeudi05h" "jeudi06h" "jeudi07h" "jeudi08h" "jeudi09h" "jeudi10h" "jeudi11h" "jeudi12h" "jeudi13h" "jeudi14h" "jeudi15h" "jeudi16h" "jeudi17h" "jeudi18h" "jeudi19h" "jeudi20h" "jeudi21h" "jeudi22h" "jeudi23h" "vendredi00h" "vendredi01h" "vendredi02h" "vendredi03h" "vendredi04h" "vendredi05h" "vendredi06h" "vendredi07h" "vendredi08h" "vendredi09h" "vendredi10h" "vendredi11h" "vendredi12h" "vendredi13h" "vendredi14h" "vendredi15h" "vendredi16h" "vendredi17h" "vendredi18h" "vendredi19h" "vendredi20h" "vendredi21h" "vendredi22h" "vendredi23h" "noms" "longitude" "latitude"
"10038" 5 2 6 5 2 2 2 3 2 3 4 3 1 0 0 1 0 3 1 0 6 9 8 7 7 6 8 12 10 9 9 9 13 0 0 0 2 1 0 2 0 0 2 4 0 2 0 5 5 4 9 8 7 6 6 6 3 0 0 1 0 0 1 2 3 0 1 4 1 2 6 6 6 6 12 10 5 5 4 5 0 1 1 2 1 1 1 2 7 1 0 1 2 2 7 2 5 9 11 7 5 4 4 3 3 1 3 0 1 2 4 0 1 1 2 0 9 11 14 20 " COLONEL FABIEN" 2.3697912450764 48.8775200284906
"15059" 56 57 58 59 59 59 58 57 54 48 55 55 54 52 54 60 55 51 51 54 56 60 64 64 63 63 64 64 64 60 59 57 54 46 54 58 63 56 60 61 62 62 41 39 45 45 49 51 51 50 50 51 31 31 29 27 30 24 26 28 24 17 19 23 20 25 27 21 26 31 33 32 35 37 38 39 39 40 40 39 41 28 29 33 34 31 30 32 33 33 23 30 35 43 42 45 49 51 50 49 51 52 50 50 46 37 39 45 41 37 35 40 45 45 46 49 62 61 62 64 " CITROEN" 2.27801857156773 48.8407143644436
"5012" 13 12 14 14 14 14 14 13 14 13 15 14 14 6 9 11 12 8 4 3 2 1 1 2 2 5 2 2 2 2 1 1 5 3 9 10 14 12 10 5 4 5 1 1 0 2 2 4 3 1 3 4 3 2 1 2 5 6 15 14 7 3 1 4 8 2 1 1 5 2 3 1 1 2 1 1 1 1 1 1 2 5 6 7 5 7 4 2 2 2 1 1 4 1 1 1 4 1 3 3 6 6 6 6 5 9 14 12 7 5 0 1 0 2 0 0 3 2 0 4 " ULM - LHOMOND" 2.34541268121351 48.8451434940088
"1002" 16 10 0 1 3 7 7 6 8 8 13 11 16 20 19 20 20 17 19 18 14 1 2 1 4 2 3 2 3 4 2 3 3 5 13 20 18 20 17 13 17 14 20 17 12 17 13 11 3 4 4 5 2 3 3 2 3 11 7 9 9 11 16 20 21 21 19 21 21 16 15 16 5 4 1 1 1 2 2 3 3 3 6 10 4 7 2 7 9 14 21 21 21 15 12 1 0 0 1 0 1 3 2 2 1 8 9 7 2 12 19 21 20 19 21 21 21 20 17 1 " PLACE DU CHATELET" 2.34701005811449 48.857940092963
"35002" 13 13 13 8 3 3 3 2 2 4 6 6 5 4 3 4 2 3 0 2 1 2 3 3 3 0 0 1 1 1 1 0 0 4 2 1 1 2 3 2 2 2 1 0 1 2 3 3 7 7 7 7 1 1 1 1 1 3 2 2 2 3 2 2 2 2 1 1 2 0 1 3 4 4 4 4 0 0 0 0 0 5 5 3 4 5 5 3 4 6 6 6 3 2 2 4 5 5 5 5 5 5 5 4 5 5 4 3 3 3 3 3 2 2 2 0 1 0 0 0 " JAURES 2 (PANTIN)" 2.39612920044567 48.9072260126641
"14025" 33 36 36 36 36 36 35 33 23 0 0 0 5 3 2 1 4 0 2 2 25 28 25 26 34 35 36 36 36 36 36 34 28 5 1 0 0 1 1 0 0 0 1 26 25 35 34 25 33 33 30 31 31 30 31 27 16 1 1 4 1 2 0 0 1 0 1 28 17 21 19 19 26 34 36 36 36 35 34 34 21 1 3 1 1 7 7 1 2 0 1 1 4 12 15 14 22 32 36 36 36 36 34 33 19 0 0 0 8 5 1 1 1 0 5 5 5 4 8 16 " JACQUIER" 2.31835302141387 48.8295704047321
"20106" 0 0 0 0 21 21 22 20 21 3 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 2 22 22 23 24 24 24 26 22 6 1 2 2 1 0 0 0 0 3 3 5 3 0 1 0 19 17 17 17 19 21 22 19 2 1 2 0 0 0 0 1 0 2 0 4 3 1 0 0 14 14 14 14 16 19 23 8 0 0 7 1 0 0 1 0 0 1 1 1 0 0 0 0 15 15 16 17 17 20 19 4 2 1 0 0 0 0 0 0 0 0 2 0 0 1 " MAIRIE DU 20ÈME" 2.3989464480811 48.8653522420003
"12014" 16 6 5 7 8 9 10 13 24 48 56 49 46 40 42 40 44 36 33 13 20 16 12 9 5 4 1 6 4 4 3 6 16 49 50 35 29 21 18 22 22 25 15 8 5 1 23 19 23 17 19 19 20 18 18 21 25 65 53 56 62 45 34 33 30 29 14 10 1 17 15 18 19 24 25 29 29 29 30 34 56 55 56 57 57 56 52 50 54 52 30 29 16 19 12 10 8 3 3 3 6 5 5 11 20 46 38 42 32 34 30 36 33 26 22 5 1 1 3 2 " NATION" 2.39552056485834 48.8473018000091
"13009" 3 3 2 3 3 3 3 3 3 4 3 2 2 0 3 4 4 0 0 0 4 17 13 8 10 9 10 9 9 10 10 12 11 13 10 9 11 9 11 15 13 14 11 12 10 13 15 14 14 12 11 11 13 13 13 14 13 13 7 5 10 13 16 14 10 6 1 1 4 10 12 14 10 13 12 15 15 15 15 17 18 15 8 5 4 5 7 6 8 7 5 8 5 16 9 3 3 1 1 1 2 3 6 9 9 11 5 3 5 13 16 10 7 6 2 3 6 12 16 14 " BLANQUI CORVISART" 2.35040358782183 48.8299837107196
"20033" 14 15 15 15 15 18 18 16 8 1 0 0 0 0 1 1 1 0 5 7 28 29 31 31 31 31 31 30 30 29 29 27 17 0 3 1 1 20 15 9 10 9 7 7 26 31 31 31 29 29 23 22 24 22 23 21 13 1 1 0 19 8 3 2 3 1 9 9 25 31 31 27 27 27 22 22 23 21 20 18 9 17 1 0 1 5 0 4 1 1 3 6 22 31 31 30 31 30 31 30 30 29 28 27 16 0 1 1 1 2 0 4 0 0 3 9 12 22 26 31 " ETIENNE DOLET" 2.3851330976189 48.8680494102479
"20034" 0 4 0 0 7 5 5 2 0 0 1 0 0 1 0 0 8 6 2 1 6 9 5 10 4 19 19 17 17 22 21 17 11 0 3 1 1 0 0 0 0 8 4 0 19 24 22 23 12 3 19 16 17 15 14 10 4 4 0 6 2 2 0 1 0 11 3 1 4 11 16 16 9 21 21 16 17 16 14 10 13 0 17 2 0 0 0 2 0 2 2 2 4 16 17 18 6 3 20 19 19 18 14 12 13 0 1 20 12 1 0 0 4 1 1 0 3 5 0 3 " SORBIER - MÉNILMONTANT" 2.38979540953546 48.8685264710698
"21205" 11 12 11 10 11 11 11 10 7 2 1 2 2 0 0 1 0 0 0 5 3 5 6 5 4 6 5 6 9 9 9 9 7 4 1 0 2 1 1 3 5 4 4 1 1 4 7 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 25 26 25 25 23 25 26 26 26 26 26 26 26 26 26 26 25 23 12 11 10 10 12 10 7 13 16 14 12 15 11 11 12 14 14 14 14 14 14 14 13 14 3 3 2 0 1 1 1 0 0 1 0 7 3 1 2 " JAURES 2 (MONTROUGE)" 2.30694360566078 48.8138629635867
"19043" 4 5 4 4 4 4 4 4 4 5 3 2 1 1 2 1 2 0 0 1 2 1 2 0 0 0 1 1 1 1 1 1 1 2 6 5 6 4 2 0 0 1 4 4 2 1 1 1 1 1 0 0 0 1 1 1 0 3 6 5 4 2 0 1 1 1 4 1 3 4 0 1 4 3 3 3 3 3 3 3 6 5 4 5 2 2 1 2 1 0 1 3 3 1 1 1 1 1 2 2 2 2 2 2 6 6 7 7 7 8 4 3 3 3 1 2 3 2 3 3 " PETITS PONTS" 2.39791036643403 48.893800171035
"19027" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 6 8 13 10 5 0 0 0 0 10 10 9 8 6 3 0 1 1 2 1 0 0 0 4 8 16 16 8 1 0 0 0 0 10 10 10 9 8 5 2 0 0 1 0 0 1 1 4 1 14 17 11 0 0 0 0 0 0 0 0 4 1 1 2 0 1 0 0 0 0 0 1 5 10 16 15 0 0 0 0 0 10 10 9 9 5 0 0 0 0 0 0 0 0 0 0 3 8 8 7 " SERRURIER" 2.3978962906105 48.8806060535742
"20009" 7 7 7 7 9 9 9 8 6 9 5 4 2 2 2 0 4 2 0 0 0 5 5 1 0 1 1 3 5 5 5 5 2 2 1 1 2 2 5 2 2 0 0 1 2 5 4 2 1 1 1 2 3 3 3 3 3 3 1 6 7 9 6 4 2 2 1 2 3 1 2 1 2 1 0 2 2 2 2 2 0 1 1 1 1 2 2 6 3 4 3 6 2 1 3 2 1 1 3 3 3 2 3 2 2 5 3 3 3 8 8 9 9 8 6 6 3 4 4 3 " DOCTEUR DEJERINE" 2.41205801660568 48.8540232845259
"15027" 7 7 7 7 7 7 7 6 3 1 1 1 0 0 0 0 0 2 0 0 1 1 1 0 4 3 4 4 4 3 3 3 0 1 3 1 3 4 3 1 0 0 0 4 6 6 8 8 8 8 9 9 9 10 10 9 5 4 1 3 0 1 1 1 0 1 1 0 2 2 1 3 6 7 7 7 7 7 7 6 2 3 1 1 0 0 1 0 1 0 1 0 3 2 2 2 5 6 7 7 7 7 7 5 0 0 0 2 0 0 1 0 0 0 5 1 4 5 7 9 " GIDE" 2.31270712109741 48.8365662244334
"22403" 10 11 14 15 14 14 13 14 7 0 11 8 8 10 8 8 9 7 7 3 9 14 11 17 20 20 20 18 17 16 16 15 6 9 18 17 20 17 16 16 15 17 13 6 6 5 3 6 13 13 13 13 12 11 11 11 4 9 14 14 16 10 9 4 4 2 2 5 6 7 11 16 20 23 23 23 23 23 23 23 23 23 23 23 22 19 18 16 14 8 8 5 11 3 5 7 5 12 14 14 13 12 12 10 1 1 12 9 6 4 4 8 3 1 3 1 4 7 12 16 " BROSSOLETTE (MALAKOFF)" 2.31345860825423 48.8218356479179
"42007" 13 14 15 16 16 16 18 20 19 11 8 5 3 5 5 5 4 3 6 8 6 7 10 10 9 10 8 8 9 9 12 14 14 8 5 2 3 2 2 3 7 4 1 2 5 6 7 7 7 7 4 4 5 6 8 8 5 1 2 1 1 3 4 4 1 1 2 2 4 6 16 19 23 27 27 27 27 28 28 26 25 21 18 19 20 22 21 21 22 19 23 26 25 27 27 27 26 28 28 28 28 28 27 26 27 24 25 26 24 23 23 23 22 23 23 26 28 28 27 27 " PIERRE ET MARIE CURIE (IVRY)" 2.37065026341858 48.8128905614968
"16122" 6 6 6 6 6 6 5 5 6 1 4 6 7 7 7 7 2 4 3 5 9 6 6 4 3 3 3 3 3 3 3 4 4 2 2 2 2 4 2 2 5 8 8 11 3 3 6 6 5 6 6 6 6 6 6 6 6 5 3 3 2 9 7 9 13 14 16 19 12 14 16 10 9 11 11 11 11 11 10 10 9 4 4 5 5 7 8 6 5 4 3 5 4 8 9 10 11 12 12 14 14 14 13 13 13 9 8 10 11 10 11 12 12 12 15 15 16 15 17 17 " MUETTE NEUILLY" 2.2585765898837 48.8800796431116
"16033" 17 18 21 21 21 21 22 22 22 24 27 28 25 25 26 23 21 21 22 23 23 26 24 24 23 26 27 30 29 29 29 29 30 24 24 29 30 24 25 24 28 30 27 23 23 27 27 29 30 31 31 31 31 31 31 31 30 30 26 28 26 23 21 23 20 23 24 24 27 31 31 29 31 31 31 31 31 31 31 31 29 21 21 23 26 30 25 22 23 24 26 30 24 31 28 28 27 30 31 31 31 31 31 31 28 28 26 28 31 29 30 30 29 30 29 28 29 31 29 30 " MICHEL ANGE AUTEUIL" 2.26525382116 48.8484276136739
"12007" 2 0 2 2 2 3 3 7 16 24 34 35 37 32 40 41 38 39 50 45 7 3 5 1 3 2 3 4 5 3 3 8 15 19 46 44 48 47 47 43 41 37 40 42 41 25 22 14 14 8 12 7 2 0 0 1 8 25 49 46 47 47 42 41 48 33 31 25 16 7 4 7 6 10 9 9 7 6 7 8 20 44 50 49 29 28 30 40 42 50 39 34 40 34 34 37 43 41 19 7 7 6 8 9 25 50 49 49 30 24 20 21 33 45 50 49 44 50 50 50 " GARE DE LYON CHALON" 2.37420369005149 48.8456889755676
"2011" 9 8 8 8 8 8 8 8 9 22 26 26 26 25 26 24 26 26 19 11 1 1 3 1 1 2 1 1 1 1 2 2 2 9 26 26 25 26 25 24 20 20 16 9 1 3 3 0 0 0 0 0 0 0 0 0 1 10 26 26 26 25 25 24 24 26 16 4 0 2 2 1 0 0 0 0 0 0 0 0 1 9 25 26 26 23 26 24 25 21 19 8 2 7 8 2 2 1 1 1 0 0 1 1 2 8 24 23 25 26 24 22 25 25 25 15 11 7 3 1 " BIBLIOTHEQUE NATIONALE" 2.3380897822785 48.8682998892007
"8007" 4 5 5 5 5 6 6 6 7 15 9 11 10 13 11 9 15 14 19 23 20 8 5 5 6 5 2 2 2 2 2 2 3 11 27 23 29 28 29 30 30 29 30 19 5 2 1 1 1 2 2 2 2 2 2 2 5 9 17 21 17 24 27 27 29 29 28 26 20 13 12 4 3 4 4 3 3 3 4 4 8 9 11 13 20 27 28 30 28 30 27 28 7 2 2 3 3 1 1 1 1 1 1 1 5 4 11 16 15 14 18 22 24 27 26 21 18 9 4 4 " HAUSSMANN ROME" 2.32557011172411 48.8742300555803
"21702" 10 10 12 12 12 12 12 11 10 4 3 3 2 2 3 3 3 9 31 34 27 26 24 26 31 29 29 32 32 31 31 31 31 9 3 6 2 2 3 3 4 2 6 6 13 12 9 10 12 11 10 12 12 12 12 12 14 1 1 3 6 9 5 7 6 20 24 18 25 28 27 32 35 36 36 36 36 36 36 36 36 14 9 7 7 5 3 7 5 3 5 8 9 7 11 12 19 19 21 21 21 21 21 22 14 4 0 0 1 0 3 3 3 3 1 4 3 8 9 6 " BASCH (VANVES)" 2.29195987246791 48.8189398642899
"21309" 31 29 29 28 28 28 29 30 27 10 1 3 5 7 5 4 4 1 4 14 15 21 25 27 30 29 28 30 30 30 31 31 24 15 6 11 14 16 16 18 14 15 14 12 29 38 36 32 30 29 27 30 31 31 32 35 29 12 9 10 12 8 9 11 12 1 10 11 12 10 11 11 8 7 5 7 7 6 9 12 3 0 3 9 8 10 13 12 13 17 21 17 29 31 33 28 25 29 29 27 27 26 32 34 32 25 19 16 16 17 16 13 16 14 24 26 27 26 28 33 " CRESSON 2 (ISSY LES MOULINEAUX)" 2.27225445406179 48.8237184776681
"17119" 6 6 7 7 6 5 5 5 2 0 3 5 14 8 1 4 2 4 4 5 2 3 3 3 5 10 11 12 12 12 11 9 1 0 0 0 2 1 0 0 0 4 0 2 0 4 4 7 5 7 9 8 7 8 7 6 0 0 0 1 1 0 0 0 0 0 8 1 3 5 7 9 7 7 8 8 8 7 7 6 4 1 2 1 0 5 5 6 4 0 0 5 4 3 8 6 7 7 10 10 11 11 9 8 0 0 0 0 0 2 2 3 4 0 3 3 5 5 14 13 " TOQUEVILLE" 2.31090855294117 48.8849243588809
"10015" 9 8 6 4 4 4 4 4 4 5 0 1 1 1 4 1 0 1 1 3 0 9 15 18 16 13 13 14 14 14 14 13 10 5 0 1 5 6 1 2 1 4 3 3 15 28 32 33 33 30 30 29 29 29 29 28 24 7 1 0 0 2 0 0 0 1 4 16 23 31 38 35 31 30 31 29 29 29 29 11 8 1 0 0 22 17 19 23 16 17 21 17 29 24 26 21 26 24 23 24 24 24 24 24 23 7 6 2 5 1 0 2 1 3 4 9 14 24 27 34 " RECOLLETS" 2.36249852869626 48.8741129165068
"18033" 2 2 3 3 2 2 2 1 1 1 0 0 0 0 0 0 0 4 0 4 13 18 20 19 20 21 23 23 23 23 24 23 17 4 0 0 0 0 0 0 0 3 1 2 6 5 7 16 18 18 19 18 18 17 17 16 25 5 0 0 1 3 0 2 0 0 7 4 10 14 18 18 19 21 20 26 26 26 26 27 24 1 0 0 0 3 3 1 1 4 0 3 6 8 12 15 14 11 12 15 14 14 13 11 1 0 0 1 1 1 1 0 0 1 9 9 4 9 7 12 " MOSKOWA" 2.33802345038817 48.8966923877784
"7011" 1 4 4 4 4 4 4 4 16 22 22 22 22 22 20 21 22 21 17 8 0 1 0 2 2 3 1 1 1 1 1 2 12 21 22 18 22 21 21 22 21 17 15 6 1 1 0 0 1 0 1 1 1 1 1 3 10 20 22 20 21 20 16 19 21 21 11 1 0 0 2 1 1 1 1 0 0 0 0 4 14 20 21 22 22 21 21 22 21 21 16 9 1 0 0 1 0 1 3 3 2 2 2 4 14 22 21 20 21 20 21 22 20 20 17 2 1 0 0 1 " ST DOMINIQUE" 2.318624221125 48.859068394963
"34004" 4 9 9 9 9 9 8 6 7 4 4 4 4 4 4 4 2 2 0 0 0 2 4 3 4 6 6 5 5 5 3 5 4 1 2 0 0 0 0 0 0 1 0 1 3 7 8 8 9 9 10 10 10 10 9 8 9 7 1 0 0 0 0 0 0 1 0 1 0 2 3 4 5 7 7 8 9 9 8 9 11 9 8 7 6 5 6 2 2 1 0 1 3 4 3 4 11 17 20 19 21 21 20 22 23 22 23 21 19 17 15 14 14 12 11 12 12 14 12 15 " VOLTAIRE (SAINT OUEN)" 2.34224814466128 48.902499760458
"8115" 0 0 0 0 0 0 0 0 1 9 15 16 17 15 14 14 12 14 9 0 0 0 0 0 0 0 0 0 0 0 0 1 2 11 13 15 16 14 11 9 8 10 5 1 0 0 0 0 0 1 0 0 0 0 0 0 3 8 16 18 21 21 20 17 17 18 9 0 0 0 0 0 0 0 0 0 0 0 0 1 3 14 16 20 18 18 16 17 18 14 16 3 0 0 0 0 1 1 1 1 0 0 0 0 1 8 17 12 13 8 9 9 4 3 3 0 0 0 0 0 " BASSANO" 2.3001865722682 48.8713453271035
"20030" 23 24 23 24 25 20 19 21 21 4 2 1 0 0 3 2 0 3 2 7 20 31 41 53 53 56 56 55 56 56 56 55 53 36 21 25 6 2 6 2 3 2 2 4 24 32 45 49 56 56 56 55 56 56 56 56 56 45 25 18 14 1 1 1 2 6 1 6 11 23 34 45 55 54 56 55 56 56 55 56 56 40 17 7 0 3 0 0 1 0 3 1 11 25 31 43 33 39 43 42 43 43 43 42 49 32 19 24 18 2 3 1 0 0 6 9 13 20 28 32 " PERE LACHAISE" 2.38713395757371 48.8634111074047
"5028" 53 55 55 55 55 55 55 54 52 55 55 54 53 55 55 55 54 55 54 36 53 53 52 51 52 52 52 52 52 52 52 51 51 51 44 47 50 51 52 52 51 52 34 48 51 30 32 45 53 53 53 53 53 53 53 53 52 33 40 45 41 43 40 42 39 47 50 55 42 45 47 51 55 55 54 55 55 55 54 54 55 32 41 55 55 39 41 40 38 31 31 36 36 28 27 31 34 40 42 27 27 28 28 26 22 25 33 42 50 55 55 46 46 45 54 55 53 55 55 55 " CENSIER BUFFON" 2.35543071424475 48.8410800220159
"19030" 4 5 6 6 6 7 6 5 0 0 1 0 0 0 1 0 0 0 0 6 10 17 18 18 17 17 21 22 23 23 23 21 24 13 1 0 1 3 0 0 2 5 10 15 11 14 14 18 22 27 27 26 26 26 26 25 25 14 0 0 1 1 0 0 0 1 3 7 9 26 26 23 26 26 26 25 26 26 26 25 21 14 1 0 0 0 0 0 4 5 2 4 7 7 11 13 17 17 17 19 21 21 21 20 20 7 1 0 0 4 0 1 0 4 4 12 13 11 16 13 " MOSELLE JAURES" 2.376515 48.883777
"9020" 12 12 12 12 11 12 12 10 6 1 1 1 1 2 1 1 1 1 2 12 18 21 16 17 14 13 13 12 12 12 12 12 9 1 0 0 0 3 1 5 5 8 11 21 18 21 18 20 20 18 17 19 18 18 20 19 13 1 1 0 3 1 2 2 1 2 2 13 17 21 19 20 12 4 4 4 5 3 3 2 2 0 0 1 7 3 0 0 1 2 8 16 15 19 19 21 20 21 13 12 10 10 7 7 1 0 0 0 1 1 1 2 1 0 3 9 18 17 16 19 " TOUDOUZE CLAUZEL" 2.33719063927171 48.8795052656248
"1013" 49 49 49 50 31 5 5 5 3 8 45 60 59 60 59 57 56 33 34 13 2 3 2 1 1 1 0 0 0 0 0 0 1 8 32 40 46 44 46 52 59 66 61 57 53 43 27 21 14 12 6 5 2 2 1 0 4 11 35 61 59 58 61 62 62 60 61 54 58 42 15 4 1 1 1 2 3 2 2 2 3 19 44 63 65 37 65 66 61 35 30 18 1 4 0 2 0 0 1 2 2 2 0 0 2 11 27 40 30 37 59 63 64 59 34 17 6 6 2 0 " SAINT HONORE" 2.33852013115178 48.862430234764
"12037" 14 13 11 13 14 14 14 14 13 3 3 3 2 3 1 3 1 0 4 7 12 21 29 32 39 39 39 39 37 38 37 36 36 23 14 9 6 3 2 1 1 0 1 0 14 26 38 40 39 40 40 40 40 40 39 39 38 19 3 2 1 2 0 1 1 0 7 15 31 33 36 40 40 40 39 40 40 40 39 39 36 29 20 19 12 7 2 1 3 2 1 8 3 1 8 12 23 37 40 40 40 40 39 39 37 34 17 17 10 1 7 1 2 2 1 3 4 4 6 10 " DAUMESNIL" 2.39721237628914 48.8394854026542
"17020" 4 7 7 9 9 11 11 10 10 0 0 2 0 0 1 3 2 2 4 3 2 1 0 0 2 8 10 10 10 9 9 6 5 2 1 0 4 2 8 1 4 1 1 1 1 2 0 1 2 3 4 4 4 4 3 3 1 1 1 2 1 0 1 0 0 0 1 3 0 1 2 5 5 4 4 3 5 5 5 3 4 1 5 10 3 3 2 3 0 4 1 2 0 1 0 0 2 3 2 2 3 3 3 2 3 2 0 2 1 1 2 3 2 1 2 3 3 5 4 3 " NICARAGUA" 2.3070832166645 48.8850699436711
"19005" 2 2 3 2 4 3 4 4 2 3 3 2 1 1 1 1 1 2 3 2 6 10 17 18 19 17 17 20 20 19 19 15 12 4 1 1 0 1 0 0 0 1 0 7 15 14 17 17 20 19 20 20 19 19 18 19 16 1 1 2 0 4 4 0 0 0 1 5 4 17 17 17 18 20 20 20 19 19 18 16 12 0 0 0 2 2 5 6 3 0 6 1 6 10 12 17 20 20 20 20 20 19 18 17 20 5 17 10 15 16 12 6 1 1 3 1 3 1 0 0 " RIQUET" 2.37375959552292 48.8880132814483
"4010" 6 9 11 9 8 6 6 5 13 6 14 22 18 21 16 14 19 25 21 22 24 20 22 25 18 15 8 5 10 8 8 13 20 11 13 16 8 22 20 22 24 23 24 26 26 26 24 25 23 26 25 26 25 4 5 8 7 4 15 20 5 10 19 15 19 20 22 25 25 24 24 23 14 3 1 2 1 1 1 4 13 9 12 6 9 25 21 16 25 25 23 15 11 12 8 16 13 10 12 8 16 12 5 6 20 16 25 25 16 18 17 22 21 22 26 18 22 22 24 21 " SAINT PAUL PAVÉE" 2.36120353875546 48.8550239990409
"21201" 16 17 17 17 16 16 14 11 7 7 17 14 13 9 9 5 5 1 0 0 4 4 6 8 10 10 11 11 12 12 12 11 7 11 16 14 11 6 12 15 12 7 1 2 0 3 8 10 15 19 20 20 20 20 20 20 20 20 20 20 18 13 13 12 11 11 2 1 7 16 18 22 22 22 22 22 21 21 21 22 20 19 22 22 17 15 15 21 16 13 1 3 1 6 7 13 19 21 19 19 19 19 19 20 13 10 12 7 2 1 3 7 0 2 0 4 4 0 1 2 " JAURES (MONTROUGE)" 2.31127954341048 48.8162906770039
"6025" 2 3 2 2 3 3 3 2 3 9 11 17 16 17 20 22 19 19 12 13 7 7 5 3 3 3 2 1 1 1 1 2 1 9 16 20 31 30 21 26 25 19 9 9 2 1 1 1 1 1 1 1 1 1 1 1 2 5 10 14 17 18 20 25 27 25 23 24 12 4 0 1 1 2 2 1 1 1 0 0 1 6 7 12 13 8 10 14 18 23 27 24 20 18 12 4 2 3 3 3 2 2 2 2 2 7 15 18 23 23 22 25 23 20 16 16 12 4 5 2 " RENNES - ASSAS" 2.32851454623001 48.8492084999386
"7017" 20 24 22 21 21 22 22 21 19 29 24 21 16 17 14 17 13 13 11 7 8 11 17 16 14 13 12 9 8 8 9 8 7 7 6 4 6 9 11 13 13 14 5 2 4 13 17 29 28 23 25 29 27 8 8 8 7 6 4 4 3 12 13 16 13 20 12 3 11 25 23 24 29 23 4 4 4 3 3 3 6 8 2 7 6 11 12 14 15 10 8 8 11 13 19 20 20 17 17 21 20 20 21 18 14 12 8 9 4 9 10 10 10 16 13 17 11 14 8 2 " LA TOUR MAUBOURG" 2.31025792753499 48.8572764982962
"31702" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 " CURIE (BAGNOLET)" 2.42404643753622 48.870658012859
"43002" 20 20 20 19 18 18 19 18 17 16 21 20 19 13 14 20 21 21 22 4 2 3 2 3 5 6 6 8 10 10 11 9 10 15 24 21 14 10 13 14 10 11 9 3 3 8 10 16 20 22 21 23 23 23 24 23 24 24 24 21 22 21 23 24 23 20 19 10 3 11 12 16 20 20 23 24 24 24 24 23 24 21 24 22 21 19 21 22 23 15 10 5 2 6 6 6 8 13 16 17 17 17 18 18 15 7 23 22 18 7 13 15 14 8 16 12 8 11 9 11 " LAGNY (VINCENNES)" 2.42619842213181 48.8488790190043
"16009" 3 2 11 10 11 11 12 12 8 2 8 9 9 7 10 11 8 9 2 0 0 0 5 1 1 0 0 0 0 0 0 3 3 1 2 3 3 2 0 2 0 1 2 2 1 2 1 0 0 2 0 0 0 0 2 3 3 4 3 1 6 1 0 0 0 0 0 1 0 0 1 1 1 1 0 16 16 16 16 15 16 10 13 12 7 13 11 14 8 10 10 1 0 0 1 3 1 0 0 0 1 1 1 1 2 1 1 0 2 6 4 2 3 2 1 0 0 1 3 0 " SAINT DIDIER" 2.28574594430153 48.8664391603377
"31007" 4 3 3 3 3 4 4 4 6 2 11 8 7 9 3 5 6 3 2 4 10 3 3 2 4 4 4 4 5 4 4 3 2 5 7 12 8 14 8 10 9 4 4 3 2 3 3 4 3 4 5 5 5 4 4 4 3 0 7 6 2 13 0 0 0 2 0 3 1 0 0 0 1 2 3 4 4 3 4 4 0 2 11 11 14 19 10 9 9 6 0 5 0 3 3 0 5 0 0 1 1 0 1 1 0 5 12 10 10 14 7 6 4 6 4 4 4 1 2 2 " PARIS 1 (MONTREUIL)" 2.43256978184652 48.8574777899961
